CATEGORY,MEASURE,SHORT_NAME,START_YEAR,END_YEAR,DC_block group,DC_county,DC_tract,MD_block group,MD_county,MD_tract,VA_ahec region,VA_block group,VA_civic association,VA_county,VA_health district,VA_planning district,VA_supervisor district,VA_tract,VA_zip code
business_climate,NAICS92_number_business,Total Businesses in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,new_business,New Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,entry_rate,Entry Rate,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,exit_business,Closed Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,exit_rate,Exit Rate,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,number_business,Total Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_new_business,non-minority-owned New Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_entry_rate,non-minority-owned Entry Rate,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_new_business,minority-owned New Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_entry_rate,minority-owned Entry Rate,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_exit_business,non-minority-owned Closed Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_exit_rate,non-minority-owned Exit Rate,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_exit_business,minority-owned Closed Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_exit_rate,minority-owned Exit Rate,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_number_business,non-minority-owned Total Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_number_business,minority-owned Total Businesses,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
